Distributor_code,Store_code,lattitude,longitude
41A7,13945,13.93471166,81.15888
41A7,14025,13.92831333,81.13669333
41A7,14050,13.93599666,81.15014
41A7,14062,13.91940166,81.06921333
41A7,14181,13.93666166,81.15967333
41A7,14186,13.936725,81.15920166
41A7,12670,12.9170566,80.1705601
41A7,14209,13.92875638,81.13639226
41A7,14214,13.92885281,81.13644585
41A7,14219,13.93336349,81.14062787
41A7,14224,13.9334673,81.1421662
41A7,14229,13.93743712,81.13974654
41A7,14234,12.93955528,80.14570758
41A7,14239,13.94018782,81.14394431
41A7,14244,12.92797148,80.13162656
41A7,14267,12.94462999,80.142565
41A7,14277,12.93891833,80.155605
41A7,12675,12.9108055,80.1803244
41A7,14282,12.94202833,80.15635166
41A7,14287,12.94317666,80.15726
