Distributor_code,Store_code,Partner_code,par_status,Updated_timestamp,Service_days
1000,49,F-311,ACTIVE,17-08-2020,W
1000,49,F-P13,INACTIVE,29-04-2020,
1000,49,P1164,INACTIVE,27-04-2020,
1000,49,P-P60,ACTIVE,12-08-2020,
1000,49,P-P64,INACTIVE,29-04-2020,
1000,49,U-P39,ACTIVE,11-08-2020,
1000,49,U-P61,ACTIVE,12-08-2020,
1000,50,D-P27,ACTIVE,20-08-2020,W
1000,50,D-P86,ACTIVE,12-08-2020,
1000,50,P-132,INACTIVE,27-04-2020,
1000,50,P-P16,ACTIVE,12-08-2020,
1000,50,P-P54,ACTIVE,17-08-2020,"Th, F"
1000,50,P-P60,ACTIVE,11-08-2020,
1000,50,P-P61,INACTIVE,20-07-2018,
1000,51,D-P17,INACTIVE,27-04-2020,
1000,51,P2403,INACTIVE,26-06-2019,
1000,51,P5897,INACTIVE,20-08-2020,
1000,51,P-P41,ACTIVE,12-08-2020,
1000,51,P-P55,ACTIVE,12-08-2020,
1000,51,P-P73,ACTIVE,17-08-2020,S
1000,51,S-P48,INACTIVE,11-08-2020,
1000,53,P5906,INACTIVE,20-08-2020,
1000,53,P7337,ACTIVE,12-08-2020,"M, T, W, Th, F, S"
1000,53,P-P12,INACTIVE,29-04-2020,
1000,53,P-P19,ACTIVE,11-08-2020,
1000,53,S-P12,ACTIVE,12-08-2020,
1000,53,S-P30,ACTIVE,11-08-2020,
1000,53,U-P71,ACTIVE,12-08-2020,
1000,61,D-P20,ACTIVE,12-08-2020,
1000,61,D-P74,ACTIVE,20-08-2020,T
1000,61,F-P44,INACTIVE,27-04-2020,
1000,61,F-P66,INACTIVE,27-04-2020,
1000,61,P-37,ACTIVE,18-08-2020,S
1000,61,P-P59,ACTIVE,12-08-2020,
1000,61,U-P17,ACTIVE,12-08-2020,F
1000,63,D-541,INACTIVE,27-04-2020,
1000,63,D-P41,ACTIVE,12-08-2020,
1000,63,P198,ACTIVE,11-08-2020,
1000,63,P2863,ACTIVE,12-08-2020,
1000,63,P7262,INACTIVE,29-04-2020,
1000,63,U-P16,INACTIVE,29-04-2020,
1000,63,U-P55,ACTIVE,14-08-2020,"M, T, W, Th, F, S"
1000,76,D2094,ACTIVE,12-08-2020,"T, Th"
1000,76,F-P17,INACTIVE,27-04-2020,
1000,76,P3987,ACTIVE,11-08-2020,
1000,76,P-P26,ACTIVE,12-08-2020,
1000,76,P-P59,ACTIVE,11-08-2020,
1000,76,U-P27,ACTIVE,12-08-2020,
1000,76,U-P68,ACTIVE,12-08-2020,W
1000,77,F-422,ACTIVE,14-08-2020,S
1000,77,F-P14,INACTIVE,29-04-2020,
1000,77,F-P64,INACTIVE,27-04-2020,
1000,77,P-P20,ACTIVE,11-08-2020,
1000,77,S-P58,INACTIVE,29-04-2020,
1000,77,U-P12,INACTIVE,29-04-2020,
1000,77,U-P15,INACTIVE,29-04-2020,
1000,91,D-024,ACTIVE,12-08-2020,"T, Th"
1000,91,D-302,INACTIVE,27-04-2020,
1000,91,D-P17,ACTIVE,12-08-2020,W
1000,91,D-P28,ACTIVE,12-08-2020,
1000,91,F-P58,ACTIVE,12-08-2020,F
1000,91,P1260,ACTIVE,11-08-2020,W
1000,91,P-P17,ACTIVE,12-08-2020,
1000,92,D-105,ACTIVE,12-08-2020,F
1000,92,D-P16,INACTIVE,29-04-2020,
1000,92,F-P11,INACTIVE,29-04-2020,
1000,92,P2857,ACTIVE,02-07-2020,"M, T, W, Th, F, S, Su"
1000,92,P-P04,INACTIVE,29-04-2020,
1000,92,P-P10,INACTIVE,29-04-2020,
1000,92,U-P91,ACTIVE,19-08-2020,"T, W, Th"
1000,99,D-P63,ACTIVE,13-08-2020,S
1000,99,F-P10,ACTIVE,12-08-2020,
1000,99,F-P31,ACTIVE,11-08-2020,
1000,99,F-P40,INACTIVE,29-04-2020,
1000,99,P-P29,ACTIVE,12-08-2020,
1000,99,S-P11,ACTIVE,12-08-2020,
1000,99,U-P43,INACTIVE,27-04-2020,
1000,100,D-430,INACTIVE,30-03-2019,
1000,100,D-P93,INACTIVE,27-04-2020,
1000,100,P-P20,ACTIVE,12-08-2020,
1000,100,P-P57,ACTIVE,11-08-2020,F
1000,100,P-P90,INACTIVE,29-04-2020,
1000,100,U-P17,INACTIVE,27-04-2020,
1000,100,U-P57,INACTIVE,29-04-2020,
1000,119,D-P05,ACTIVE,11-08-2020,
1000,119,F-P54,INACTIVE,29-04-2020,
1000,119,P28,ACTIVE,18-11-2019,
1000,119,P-P17,ACTIVE,12-08-2020,T
1000,119,S-P45,INACTIVE,27-04-2020,
1000,119,U-P60,ACTIVE,12-08-2020,
1000,119,U-P94,INACTIVE,27-04-2020,
1000,125,D-P41,ACTIVE,12-08-2020,"Th, S"
1000,125,P7569,ACTIVE,12-08-2020,W
1000,125,P-P40,ACTIVE,12-08-2020,W
1000,125,P-P56,ACTIVE,11-08-2020,
1000,125,S-P57,ACTIVE,11-08-2020,
1000,125,U-P17,ACTIVE,12-08-2020,
1000,125,U-P26,ACTIVE,11-08-2020,
1000,162,D-421,INACTIVE,27-04-2020,
1000,162,P2355,ACTIVE,11-08-2020,
1000,162,P5915,INACTIVE,20-08-2020,
1000,162,S-P16,INACTIVE,29-04-2020,
1000,162,S-P30,ACTIVE,12-08-2020,
1000,162,U-P16,ACTIVE,11-08-2020,
1000,162,U-P84,ACTIVE,11-08-2020,
1000,167,F-P33,INACTIVE,27-04-2020,
1000,167,F-P95,ACTIVE,18-08-2020,S
1000,167,P1893,ACTIVE,12-08-2020,T
1000,167,P-P55,ACTIVE,12-08-2020,M
1000,167,S-P18,ACTIVE,12-08-2020,W
1000,167,S-P59,ACTIVE,12-08-2020,
1000,167,U-P34,ACTIVE,12-08-2020,
1000,213,F-P03,INACTIVE,29-04-2020,
1000,213,F-P48,ACTIVE,11-08-2020,Th
1000,213,P2877,INACTIVE,21-06-2018,
1000,213,P-P09,INACTIVE,29-04-2020,
1000,213,P-P13,INACTIVE,29-04-2020,
1000,213,S-P14,ACTIVE,11-08-2020,
1000,213,S-P61,ACTIVE,11-08-2020,
1000,257,D-120,INACTIVE,07-08-2019,
1000,257,D-P60,INACTIVE,29-04-2020,
1000,257,F-P00,INACTIVE,29-04-2020,
1000,257,F-P41,ACTIVE,11-08-2020,
1000,257,P-P45,ACTIVE,17-08-2020,
1000,257,U-P16,ACTIVE,12-08-2020,
1000,257,U-P95,ACTIVE,11-08-2020,
1000,258,F-P20,INACTIVE,27-04-2020,
1000,258,F-P26,ACTIVE,15-08-2020,T
1000,258,P2893,ACTIVE,12-08-2020,
1000,258,P3096,ACTIVE,12-08-2020,
1000,258,P5676,INACTIVE,27-04-2020,
1000,258,P5917,INACTIVE,20-08-2020,
1000,258,P-P11,ACTIVE,12-08-2020,
1000,259,D-P12,INACTIVE,29-04-2020,
1000,259,F-P29,ACTIVE,11-08-2020,
1000,259,P5940,INACTIVE,20-08-2020,
1000,259,P8464,ACTIVE,11-08-2020,"S, Su"
1000,259,P-P14,ACTIVE,12-08-2020,
1000,259,U-P56,ACTIVE,11-08-2020,
1000,259,U-P79,INACTIVE,07-08-2019,
1000,1441,D-P30,INACTIVE,27-04-2020,
1000,1441,P-024,INACTIVE,27-04-2020,
1000,1441,P2094,ACTIVE,12-08-2020,S
1000,1441,P774,ACTIVE,11-08-2020,
1000,1441,S-P20,ACTIVE,12-08-2020,
1000,1441,S-P52,ACTIVE,11-08-2020,
1000,1441,U-P14,ACTIVE,17-08-2020,
1000,1452,D-P60,INACTIVE,27-04-2020,
1000,1452,F-P10,INACTIVE,07-08-2019,
1000,1452,F-P40,ACTIVE,12-08-2020,
1000,1452,F-P56,ACTIVE,13-08-2020,"Th, F"
1000,1452,P3332,ACTIVE,12-08-2020,
1000,1452,S-P40,ACTIVE,11-08-2020,
1000,1452,U-P59,ACTIVE,12-08-2020,
1000,1453,D-P40,ACTIVE,12-08-2020,
1000,1453,P2105,ACTIVE,12-08-2020,F
1000,1453,P7671,INACTIVE,27-04-2020,
1000,1453,S-P61,ACTIVE,12-08-2020,
1000,1453,U-P11,ACTIVE,12-08-2020,
1000,1453,U-P60,ACTIVE,12-08-2020,
1000,1453,U-P88,INACTIVE,29-04-2020,
1000,1454,F-P29,ACTIVE,12-08-2020,
1000,1454,F-P66,ACTIVE,11-08-2020,
1000,1454,P2978,INACTIVE,21-06-2018,
1000,1454,P6237,ACTIVE,11-08-2020,
1000,1454,S-P29,ACTIVE,12-08-2020,
1000,1454,U-P55,ACTIVE,11-08-2020,
1000,1454,U-P60,ACTIVE,11-08-2020,
1000,1461,D-P40,ACTIVE,14-08-2020,
1000,1461,D-P62,ACTIVE,11-08-2020,M
1000,1461,F-P11,ACTIVE,12-08-2020,
1000,1461,F-P60,ACTIVE,12-08-2020,
1000,1461,F-P98,ACTIVE,17-08-2020,"M, T, W, Th, F, S"
1000,1461,P-430,INACTIVE,27-04-2020,
1000,1461,P-P41,ACTIVE,12-08-2020,
1000,1462,D-P39,INACTIVE,29-04-2020,
1000,1462,F-P17,ACTIVE,12-08-2020,
1000,1462,F-P44,ACTIVE,18-08-2020,"Th, S"
1000,1462,F-P58,ACTIVE,12-08-2020,
1000,1462,P-P15,ACTIVE,12-08-2020,
1000,1462,S-P14,ACTIVE,12-08-2020,
1000,1462,U-P32,ACTIVE,11-08-2020,
1000,1468,D-P75,ACTIVE,20-08-2020,M
1000,1468,F-P41,ACTIVE,12-08-2020,
1000,1468,F-P64,INACTIVE,27-04-2020,
1000,1468,S-P12,INACTIVE,29-04-2020,
1000,1468,U-P12,ACTIVE,12-08-2020,
1000,1468,U-P83,ACTIVE,11-08-2020,
1000,1495,D-P13,INACTIVE,27-04-2020,
1000,1495,D-P51,ACTIVE,11-08-2020,Th
1000,1495,F-P30,ACTIVE,12-08-2020,
1000,1495,F-P68,ACTIVE,12-08-2020,S
1000,1495,P1446,ACTIVE,12-08-2020,S
1000,1495,P1784,INACTIVE,27-04-2020,
1000,1495,P-P29,ACTIVE,12-08-2020,
1000,1496,D-P10,INACTIVE,27-04-2020,
1000,1496,D-P94,ACTIVE,15-08-2020,S
1000,1496,F-P58,INACTIVE,29-04-2020,
1000,1496,P-P63,INACTIVE,27-04-2020,
1000,1496,P-P80,ACTIVE,12-08-2020,
1000,1496,P-P87,ACTIVE,13-08-2020,S
1000,1496,U-P40,ACTIVE,11-08-2020,F
1000,1514,D-D40,ACTIVE,12-08-2020,
1000,1514,D-P55,ACTIVE,19-08-2020,"W, Th"
1000,1514,D-P76,INACTIVE,29-04-2020,
1000,1514,F-P14,INACTIVE,29-04-2020,
1000,1514,P-P17,INACTIVE,27-04-2020,
1000,1514,P-P20,ACTIVE,11-08-2020,
1000,1514,S-P26,ACTIVE,11-08-2020,
1000,2073,D-P01,INACTIVE,29-04-2020,
1000,2073,D-P12,INACTIVE,29-04-2020,
1000,2073,D-P40,ACTIVE,11-08-2020,
1000,2073,F-P52,ACTIVE,11-08-2020,Th
1000,2073,P-P10,INACTIVE,21-05-2018,
1000,2073,P-P99,INACTIVE,29-04-2020,
1000,2073,S-P61,ACTIVE,11-08-2020,
1000,2075,D-063,ACTIVE,12-08-2020,S
1000,2075,D-P40,ACTIVE,12-08-2020,
1000,2075,D-P48,ACTIVE,15-08-2020,T
1000,2075,F-P16,ACTIVE,11-08-2020,"M, T, W, Th, F, S"
1000,2075,S-P59,ACTIVE,12-08-2020,
1000,2075,U-P25,ACTIVE,12-08-2020,
1000,2075,U-P50,INACTIVE,11-08-2020,
1000,2079,D-P11,INACTIVE,27-04-2020,
1000,2079,D-P56,ACTIVE,18-08-2020,W
1000,2079,F-P84,ACTIVE,11-08-2020,
1000,2079,P7123,INACTIVE,21-05-2018,
1000,2079,P-P26,ACTIVE,11-08-2020,
1000,2079,P-P55,INACTIVE,29-04-2020,
1000,2079,U-P12,ACTIVE,15-08-2020,S
1000,2080,D-024,ACTIVE,12-08-2020,W
1000,2080,F-P55,ACTIVE,11-08-2020,
1000,2080,P6944,ACTIVE,20-08-2020,W
1000,2080,P-P98,INACTIVE,27-04-2020,
1000,2080,S-P12,ACTIVE,11-08-2020,
1000,2080,S-P54,INACTIVE,29-04-2020,
1000,2080,S-P55,ACTIVE,11-08-2020,
1000,2734,D-P88,INACTIVE,29-04-2020,
1000,2734,P2127,ACTIVE,13-08-2020,Th
1000,2734,P3389,ACTIVE,11-08-2020,
1000,2734,P-P15,INACTIVE,29-04-2020,
1000,2734,P-P37,ACTIVE,19-08-2020,"T, Th"
1000,2734,P-P70,ACTIVE,11-08-2020,
1000,2734,U-P11,ACTIVE,12-08-2020,
1000,2752,D-P10,INACTIVE,29-04-2020,
1000,2752,F-P16,ACTIVE,11-08-2020,
1000,2752,F-P20,ACTIVE,20-08-2020,"W, Th"
1000,2752,P2502,INACTIVE,26-04-2020,
1000,2752,P2542,ACTIVE,12-08-2020,T
1000,2752,P8992,ACTIVE,11-08-2020,
1000,2752,U-P12,INACTIVE,27-04-2020,
1000,2770,D-P40,ACTIVE,12-08-2020,
1000,2770,D-P47,INACTIVE,29-04-2020,
1000,2770,D-P55,ACTIVE,12-08-2020,"W, Th"
1000,2770,F-P12,INACTIVE,29-04-2020,
1000,2770,P-P24,ACTIVE,12-08-2020,
1000,2770,U-P99,INACTIVE,06-08-2019,
1000,5709,D-P93,INACTIVE,29-04-2020,
1000,5709,P-P13,INACTIVE,29-04-2020,
1000,5709,P-P15,ACTIVE,12-08-2020,
1000,5709,P-P52,ACTIVE,17-08-2020,W
1000,5709,S-P10,INACTIVE,27-04-2020,
1000,5709,S-P55,INACTIVE,29-04-2020,
1000,5709,U-P59,ACTIVE,12-08-2020,
1000,10069,D-P48,ACTIVE,18-08-2020,M
1000,10069,P3113,ACTIVE,04-05-2020,
1000,10069,P341,INACTIVE,09-01-2020,
1000,10069,P-P11,INACTIVE,29-04-2020,
1000,10069,S-P19,INACTIVE,27-04-2020,
1000,10069,U-P50,ACTIVE,11-08-2020,
1000,10069,U-P55,INACTIVE,29-04-2020,
1000,10315,D-P43,ACTIVE,11-08-2020,S
1000,10315,P2283,INACTIVE,16-05-2017,
1000,10315,P2904,ACTIVE,12-08-2020,
1000,10315,P-P56,ACTIVE,11-08-2020,
1000,10315,S-P10,ACTIVE,12-08-2020,
1000,10315,S-P26,ACTIVE,12-08-2020,
1000,10315,U-P13,INACTIVE,29-04-2020,
1000,10354,D-P55,ACTIVE,12-08-2020,T
1000,10354,F-022,ACTIVE,13-08-2020,T
1000,10354,F-P41,ACTIVE,12-08-2020,
1000,10354,P-P19,ACTIVE,12-08-2020,
1000,10354,P-P23,ACTIVE,11-08-2020,
1000,10354,S-P56,INACTIVE,01-07-2019,
1000,10354,U-P10,ACTIVE,12-08-2020,Th
1000,10375,F-308,ACTIVE,16-08-2020,F
1000,10375,F-P16,INACTIVE,29-04-2020,
1000,10375,P2785,ACTIVE,17-03-2020,"M, T, W, Th, F, S, Su"
1000,10375,P7161,INACTIVE,27-04-2020,
1000,10375,U-P12,INACTIVE,27-04-2020,
1000,10375,U-P14,INACTIVE,29-04-2020,
1000,10411,D-P55,ACTIVE,12-08-2020,
1000,10411,D-P79,INACTIVE,29-04-2020,
1000,10411,F-P30,ACTIVE,12-08-2020,
1000,10411,F-P36,ACTIVE,12-08-2020,
1000,10411,P2069,INACTIVE,11-08-2020,
1000,10411,P-P38,ACTIVE,11-08-2020,T
1000,10411,U-316,ACTIVE,12-08-2020,
1000,10627,D-P11,INACTIVE,29-04-2020,
1000,10627,D-P90,ACTIVE,17-08-2020,F
1000,10627,F-P40,ACTIVE,12-08-2020,
1000,10627,F-P67,INACTIVE,29-04-2020,
1000,10627,F-P68,INACTIVE,29-04-2020,
1000,10627,P1789,INACTIVE,27-04-2020,
1000,10627,S-P54,INACTIVE,11-08-2020,
1000,10667,D-P20,ACTIVE,19-08-2020,"M, Th"
1000,10667,D-P56,ACTIVE,11-08-2020,
1000,10667,F-P47,INACTIVE,27-04-2020,
1000,10667,P434,ACTIVE,11-08-2020,
1000,10667,S-P14,INACTIVE,07-08-2019,
1000,10667,U-P10,INACTIVE,29-04-2020,
1000,10667,U-P56,INACTIVE,29-04-2020,
1000,10735,D-P10,ACTIVE,12-08-2020,T
1000,10735,D-P22,ACTIVE,18-08-2020,"Th, F"
1000,10735,D-P52,ACTIVE,11-08-2020,F
1000,10735,P1713,ACTIVE,12-08-2020,
1000,10735,P244,INACTIVE,27-04-2020,
1000,10735,P-P25,ACTIVE,12-08-2020,
1000,10735,P-P62,ACTIVE,11-08-2020,
1000,10767,D-P11,INACTIVE,29-04-2020,
1000,10767,D-P50,ACTIVE,18-08-2020,"M, Th"
1000,10767,F-P15,INACTIVE,29-04-2020,
1000,10767,F-P27,ACTIVE,12-08-2020,
1000,10767,P-P10,INACTIVE,27-04-2020,
1000,10767,P-P24,ACTIVE,12-08-2020,
1000,10767,P-P40,ACTIVE,11-08-2020,
1000,10839,D-P56,ACTIVE,12-08-2020,S
1000,10839,D-P70,ACTIVE,11-08-2020,F
1000,10839,P-P14,INACTIVE,29-04-2020,
1000,10839,P-P22,INACTIVE,27-04-2020,
1000,10839,P-P25,ACTIVE,12-08-2020,
1000,10839,P-P58,INACTIVE,29-04-2020,
1000,10839,S-P12,INACTIVE,29-04-2020,
1000,10867,D-P06,INACTIVE,29-04-2020,
1000,10867,D-P22,ACTIVE,12-08-2020,"M, Th"
1000,10867,F-P25,INACTIVE,27-04-2020,
1000,10867,P1876,INACTIVE,27-04-2020,
1000,10867,P-P64,INACTIVE,27-04-2020,
1000,10867,S-P15,ACTIVE,12-08-2020,
1000,10867,S-P61,ACTIVE,11-08-2020,
1000,10931,D-P13,INACTIVE,27-04-2020,
1000,10931,D-P23,ACTIVE,12-08-2020,"M, Th"
1000,10931,F-P83,INACTIVE,27-04-2020,
1000,10931,P1435,INACTIVE,26-04-2020,
1000,10931,P-P24,ACTIVE,12-08-2020,
1000,10931,S-P27,ACTIVE,12-08-2020,
1000,11219,D-067,INACTIVE,27-04-2020,
1000,11219,D-P23,ACTIVE,19-08-2020,T
1000,11219,F-P62,INACTIVE,29-04-2020,
1000,11219,P-P97,INACTIVE,27-04-2020,
1000,11219,S-P37,ACTIVE,11-08-2020,
1000,11219,S-P52,ACTIVE,11-08-2020,
1000,11219,U-P47,INACTIVE,27-04-2020,
1000,11235,D-P14,ACTIVE,13-08-2020,"M, Th"
1000,11235,D-P23,ACTIVE,12-08-2020,T
1000,11235,D-P56,ACTIVE,18-08-2020,M
1000,11235,F-P32,ACTIVE,12-08-2020,
1000,11235,P-155,ACTIVE,15-08-2020,W
1000,11235,P196,ACTIVE,11-08-2020,
1000,11235,U-P27,ACTIVE,12-08-2020,
1000,11243,D-P14,INACTIVE,29-04-2020,
1000,11243,D-P24,ACTIVE,12-08-2020,Th
1000,11243,D-P56,ACTIVE,12-08-2020,W
1000,11243,D-P61,INACTIVE,29-04-2020,
1000,11243,F-P67,INACTIVE,27-04-2020,
1000,11243,U-P24,ACTIVE,12-08-2020,
1000,11589,D-P24,ACTIVE,12-08-2020,"Th, S"
1000,11589,D-P58,ACTIVE,12-08-2020,Th
1000,11589,D-P66,ACTIVE,15-08-2020,W
1000,11589,F-P56,ACTIVE,11-08-2020,
1000,11589,P1219,ACTIVE,11-08-2020,
1000,11589,S-P29,ACTIVE,12-08-2020,
1000,11589,U-P10,ACTIVE,12-08-2020,
1000,11659,D-P25,ACTIVE,12-08-2020,M
1000,11659,D-P59,ACTIVE,12-08-2020,F
1000,11659,P-P12,INACTIVE,29-04-2020,
1000,11659,P-P46,INACTIVE,29-04-2020,
1000,11659,P-P58,ACTIVE,12-08-2020,
1000,11659,P-P86,ACTIVE,13-08-2020,
1000,11659,U-P84,INACTIVE,13-07-2018,
1000,11670,F-P24,ACTIVE,12-08-2020,
1000,11670,F-P55,ACTIVE,11-08-2020,
1000,11670,F-P59,ACTIVE,12-08-2020,
1000,11670,F-P65,ACTIVE,11-08-2020,
1000,11670,P1460,ACTIVE,11-08-2020,
1000,11670,P-P16,INACTIVE,27-04-2020,
1000,11670,P-P30,ACTIVE,11-08-2020,
1000,11675,F-P12,INACTIVE,27-04-2020,
1000,11675,P-P16,INACTIVE,27-04-2020,
1000,11675,S-P72,ACTIVE,12-08-2020,
1000,11675,S-P76,ACTIVE,12-08-2020,
1000,11675,U-P23,INACTIVE,27-04-2020,
1000,11675,U-P41,ACTIVE,12-08-2020,
1000,11675,U-P59,ACTIVE,12-08-2020,
1000,11680,D-P13,INACTIVE,29-04-2020,
1000,11680,F-P16,INACTIVE,29-04-2020,
1000,11680,F-P47,INACTIVE,11-08-2020,
1000,11680,S-P17,ACTIVE,12-08-2020,
1000,11680,S-P44,ACTIVE,11-08-2020,
1000,11680,S-P55,ACTIVE,11-08-2020,
1000,11680,U-P78,ACTIVE,11-08-2020,
1000,11685,D-P01,INACTIVE,29-04-2020,
1000,11685,D-P19,ACTIVE,18-08-2020,T
1000,11685,D-P40,ACTIVE,12-08-2020,
1000,11685,D-P55,ACTIVE,12-08-2020,
1000,11685,F-P07,INACTIVE,29-04-2020,
1000,11685,F-P55,ACTIVE,12-08-2020,
1000,11685,S-P41,ACTIVE,12-08-2020,
1000,11690,D-P13,ACTIVE,12-08-2020,W
1000,11690,D-P17,INACTIVE,27-04-2020,
1000,11690,D-P69,ACTIVE,18-08-2020,Th
1000,11690,P220,INACTIVE,27-04-2020,
1000,11690,P-P12,INACTIVE,29-04-2020,
1000,11690,P-P24,ACTIVE,12-08-2020,
1000,11690,U-P26,ACTIVE,11-08-2020,
1000,11695,D-P12,ACTIVE,12-08-2020,T
1000,11695,D-P51,INACTIVE,29-04-2020,
1000,11695,D-P98,INACTIVE,27-04-2020,
1000,11695,P2638,ACTIVE,12-08-2020,
1000,11695,P2873,ACTIVE,17-02-2020,"M, T, W, Th, F, S, Su"
1000,11695,S-P55,ACTIVE,11-08-2020,
1000,11695,U-P12,INACTIVE,27-04-2020,
1000,11700,D-P52,INACTIVE,29-04-2020,
1000,11700,F-P57,INACTIVE,29-04-2020,
1000,11700,F-P95,INACTIVE,21-05-2018,
1000,11700,P2258,ACTIVE,11-08-2020,"M, T, W, Th, F, S, Su"
1000,11700,P-P10,INACTIVE,29-04-2020,
1000,11700,P-P67,INACTIVE,27-04-2020,
1000,11700,U-P80,ACTIVE,18-08-2020,M
1000,11709,D-P26,ACTIVE,12-08-2020,M
1000,11709,D-P59,ACTIVE,12-08-2020,S
1000,11709,P1447,INACTIVE,26-04-2020,
1000,11709,P2977,ACTIVE,02-07-2020,"M, T, W, Th, F, S, Su"
1000,11709,P506,ACTIVE,11-08-2020,
1000,11709,P-P01,INACTIVE,29-04-2020,
1000,11709,U-P13,INACTIVE,29-04-2020,
1000,11759,D-P08,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11759,D-P26,ACTIVE,16-08-2020,"Th, F"
1000,11759,D-P83,ACTIVE,14-08-2020,W
1000,11759,F-P53,ACTIVE,15-08-2020,Th
1000,11759,U-P12,INACTIVE,29-04-2020,
1000,11759,U-P13,INACTIVE,27-04-2020,
1000,11759,U-P74,ACTIVE,11-08-2020,
1000,11916,D-P93,INACTIVE,13-07-2018,
1000,11916,F-P11,ACTIVE,12-08-2020,
1000,11916,F-P12,INACTIVE,27-04-2020,
1000,11916,F-P25,ACTIVE,12-08-2020,
1000,11916,P521,ACTIVE,11-08-2020,
1000,11916,S-P15,INACTIVE,29-04-2020,
1000,11916,U-P14,INACTIVE,27-04-2020,
1000,11921,D-P60,ACTIVE,12-08-2020,
1000,11921,F-P14,INACTIVE,27-04-2020,
1000,11921,F-P68,ACTIVE,12-08-2020,
1000,11921,P3424,ACTIVE,11-08-2020,
1000,11921,P-P41,ACTIVE,12-08-2020,
1000,11921,P-P51,ACTIVE,14-08-2020,T
1000,11921,S-P10,INACTIVE,27-04-2020,
1000,11926,D-P34,ACTIVE,11-08-2020,S
1000,11926,P2850,ACTIVE,12-08-2020,
1000,11926,P-P10,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11926,P-P60,ACTIVE,12-08-2020,
1000,11926,S-P40,ACTIVE,12-08-2020,
1000,11926,U-P18,INACTIVE,27-04-2020,
1000,11926,U-P73,ACTIVE,11-08-2020,
1000,11931,F-P86,INACTIVE,29-04-2020,
1000,11931,P1558,INACTIVE,20-07-2018,
1000,11931,P-P16,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11931,P-P65,INACTIVE,29-04-2020,
1000,11931,P-P77,ACTIVE,11-08-2020,
1000,11931,S-P62,ACTIVE,11-08-2020,
1000,11931,S-P78,ACTIVE,11-08-2020,
1000,11941,D-P11,INACTIVE,29-04-2020,
1000,11941,F-P27,ACTIVE,12-08-2020,
1000,11941,P1005,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11941,P-P15,INACTIVE,29-04-2020,
1000,11941,S-P13,ACTIVE,11-08-2020,
1000,11941,S-P19,INACTIVE,27-04-2020,
1000,11941,U-P57,INACTIVE,29-04-2020,
1000,11946,D-P25,ACTIVE,12-08-2020,
1000,11946,F-P23,INACTIVE,27-04-2020,
1000,11946,F-P58,ACTIVE,12-08-2020,
1000,11946,P7094,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11946,P-P15,INACTIVE,29-04-2020,
1000,11946,P-P50,INACTIVE,27-04-2020,
1000,11946,U-P35,ACTIVE,11-08-2020,
1000,11956,F-P10,INACTIVE,29-04-2020,
1000,11956,F-P12,INACTIVE,27-04-2020,
1000,11956,F-P15,ACTIVE,12-08-2020,
1000,11956,P7097,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11956,P-P10,INACTIVE,27-04-2020,
1000,11956,P-P29,ACTIVE,12-08-2020,
1000,11956,U-P16,INACTIVE,27-04-2020,
1000,11961,D-244,INACTIVE,20-08-2019,
1000,11961,D-P56,ACTIVE,11-08-2020,
1000,11961,F-P41,ACTIVE,12-08-2020,
1000,11961,P6244,ACTIVE,11-08-2020,
1000,11961,P7217,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11961,P-P59,ACTIVE,11-08-2020,
1000,11961,U-P23,ACTIVE,12-08-2020,
1000,11966,D-P80,INACTIVE,29-04-2020,
1000,11966,F-P14,INACTIVE,29-04-2020,
1000,11966,F-P36,ACTIVE,12-08-2020,
1000,11966,P7358,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11966,P-P02,ACTIVE,11-08-2020,
1000,11966,P-P41,ACTIVE,12-08-2020,
1000,11966,U-P40,ACTIVE,12-08-2020,
1000,11971,D-210,ACTIVE,12-08-2020,
1000,11971,F-P55,INACTIVE,27-04-2020,
1000,11971,P9981,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11971,P-P09,INACTIVE,29-04-2020,
1000,11971,P-P15,INACTIVE,29-04-2020,
1000,11971,S-P14,INACTIVE,29-04-2020,
1000,11971,U-P47,ACTIVE,11-08-2020,
1000,11981,D-P16,INACTIVE,27-04-2020,
1000,11981,D-P41,ACTIVE,12-08-2020,
1000,11981,D-P58,INACTIVE,29-04-2020,
1000,11981,P2656,ACTIVE,12-08-2020,
1000,11981,P-P28,ACTIVE,15-08-2020,M
1000,11981,S-P55,INACTIVE,27-04-2020,
1000,11981,U-P41,ACTIVE,12-08-2020,
1000,11984,D-120,INACTIVE,07-08-2019,
1000,11984,D-P68,INACTIVE,29-04-2020,
1000,11984,F-P02,ACTIVE,19-08-2020,"M, T, W, Th, F, S"
1000,11984,F-P10,INACTIVE,29-04-2020,
1000,11984,F-P71,ACTIVE,12-08-2020,
1000,11984,P1015,ACTIVE,11-08-2020,
1000,11984,S-P41,ACTIVE,12-08-2020,
